"১৫০ দিনে নার্স হওয়ার চ্যালেঞ্জ 
Day-10,বেসিক ট এডভান্স,বাংলা,বাংলা-১০,"পদ প্রকরণ 
বিভীষণের প্রতি মেঘনাদ, কপোতাক্ষ নদ ","পদ প্রকরণ 
বিভীষণের প্রতি মেঘনাদ, কপোতাক্ষ নদ "
Day-11,বেসিক ট এডভান্স,বাংলা,বাংলা-১১,"তাহারেই পড়ে মনে, আঠারো বছর বয়স
ক্রিয়া কাল ","তাহারেই পড়ে মনে, আঠারো বছর বয়স
ক্রিয়া কাল "
Day-12,বেসিক ট এডভান্স,বাংলা,বাংলা-১২,"বাক্য ও বাক্যের প্রকরণ, যতিচিহ্ন
ঋতু বর্নন,  মমতাদি","বাক্য ও বাক্যের প্রকরণ, যতিচিহ্ন
ঋতু বর্নন,  মমতাদি"
Day-13,বেসিক ট এডভান্স,বাংলা,বাংলা-১৩,"ধাতু, প্রকৃতি-প্রত্যয় 
প্র্রত্যাবর্তনের লজ্জা, বোশেখ ","ধাতু, প্রকৃতি-প্রত্যয় 
প্র্রত্যাবর্তনের লজ্জা, বোশেখ "
Day-14,বেসিক ট এডভান্স,বাংলা,বাংলা-১৪,"মানব কল্যাণ, রেইনকোট
কর্পিদাস মুমুর শেষ কাজ , জীবন বিনিময় ","মানব কল্যাণ, রেইনকোট
কর্পিদাস মুমুর শেষ কাজ , জীবন বিনিময় "
Day-15,বেসিক ট এডভান্স,বাংলা,বাংলা-১৫,"বিপরীতার্থক শব্দ, প্রতিশব্দ
প্রত্যুপকার, মানুষ মুহাম্মদ","বিপরীতার্থক শব্দ, প্রতিশব্দ
প্রত্যুপকার, মানুষ মুহাম্মদ"
Day-16,বেসিক ট এডভান্স,বাংলা,বাংলা-১৬,"পারিভাষিক শব্দ, প্রবাদ, অনুবাদ
আমি কোনো আগুন্তক নই","পারিভাষিক শব্দ, প্রবাদ, অনুবাদ
আমি কোনো আগুন্তক নই"
Day-17,বেসিক ট এডভান্স,বাংলা,বাংলা-১৭,"ফ্রেবুয়ারী ১৯৬৯, আমি কিংবদন্তির কথা বলছি
একুশের গল্প, সুখ","ফ্রেবুয়ারী ১৯৬৯, আমি কিংবদন্তির কথা বলছি
একুশের গল্প, সুখ"
Day-18,বেসিক ট এডভান্স,বাংলা,বাংলা-১৮,"এক কথায় প্রকাশ, বাগধারা
তোমাকে পাওয়ার জন্য হে স্বাধীনতা","এক কথায় প্রকাশ, বাগধারা
তোমাকে পাওয়ার জন্য হে স্বাধীনতা"
Day-19,বেসিক ট এডভান্স,বাংলা,বাংলা-১৯,"বানান শুদ্ধিকরন
ধ্বনি ও বর্ন, আভিধানিক ক্রম ","বানান শুদ্ধিকরন
ধ্বনি ও বর্ন, আভিধানিক ক্রম "
Day-20,বেসিক ট এডভান্স,বাংলা,বাংলা-২০,"লালসালু, সিরাজউদ্দৌলা
সুচেতনা, সেইদিন এই মাঠ ","লালসালু, সিরাজউদ্দৌলা
সুচেতনা, সেইদিন এই মাঠ "
Day-21,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-১,"Parts of Speech
Synonym & Antonym","Parts of Speech
Synonym & Antonym"
Day-22,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-২,Details of Noun & Determiner,Details of Noun & Determiner
Day-23,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-৩,Number & Gender,Number & Gender
Day-24,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-৪,"Pronoun & Antecedent
Preposition","Pronoun & Antecedent
Preposition"
Day-25,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-৫,Adjective,Adjective
Day-26,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-৬,"Degree of Comparison
Spelling","Degree of Comparison
Spelling"
Day-27,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-৭,Adverb & Article,Adverb & Article
Day-28,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-৮,"Details of Verb
Group Verb","Details of Verb
Group Verb"
Day-29,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-৯,"Conditional Sentence
One Word Submission","Conditional Sentence
One Word Submission"
Day-30,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-১০,Completing Sentence & Conjunction,Completing Sentence & Conjunction
Day-31,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-১১,"Details Of Tense
Embedded Questions","Details Of Tense
Embedded Questions"
Day-32,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-১২,"Narration
Dangling Modifier","Narration
Dangling Modifier"
Day-33,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-১৩,"Voice Change
Translation & Proverbs","Voice Change
Translation & Proverbs"
Day-34,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-১৪, Phrase-Clause, Phrase-Clause
Day-35,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-১৫,"Right Form of Verb
Idioms & Phrase","Right Form of Verb
Idioms & Phrase"
Day-36,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-১৬,Subject-Verb Agreement,Subject-Verb Agreement
Day-37,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-১৭,"Causative & Subjunctive Verb
Affirmative-Negative Agreement","Causative & Subjunctive Verb
Affirmative-Negative Agreement"
Day-38,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-১৮,"Sentence
 Confusing Word","Sentence
 Confusing Word"
Day-39,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-১৯,"Transformation Of Sentence
Parallelism, Redundancy","Transformation Of Sentence
Parallelism, Redundancy"
Day-40,বেসিক ট এডভান্স,ইংরেজি,ইংরেজি-২০,"Literature
Miscellaneous","Literature
Miscellaneous"
Day-41,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-১,বাংলাদেশে পরিচিত,বাংলাদেশে পরিচিত
Day-42,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-২,প্রাচীন বাংলার ইতিহাস,প্রাচীন বাংলার ইতিহাস
Day-43,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-৩,"জাতীয় ও আন্তর্জাতিক বিষয়াবলি, দিবস
সরকার ও সংবিধান, আইনসভা, অর্থনীতি ও বাজেট  ","জাতীয় ও আন্তর্জাতিক বিষয়াবলি, দিবস
সরকার ও সংবিধান, আইনসভা, অর্থনীতি ও বাজেট  "
Day-44,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-৪,"বাংলাদেশের শ্রেষ্ঠ, দীর্ঘতম, ক্ষুদ্রতম, উচ্চতম, গভীরতম","বাংলাদেশের শ্রেষ্ঠ, দীর্ঘতম, ক্ষুদ্রতম, উচ্চতম, গভীরতম"
Day-45,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-৫,"বাংলাদেশের নদ-নদী এবং হাওড়-বিল, হ্রদ ও সমুদ্র","বাংলাদেশের নদ-নদী এবং হাওড়-বিল, হ্রদ ও সমুদ্র"
Day-46,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-৬,বৈশ্বিক ইতিহাস,বৈশ্বিক ইতিহাস
Day-47,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-৭,"ভাষা আন্দোলন, ১৯৬৯ এর গণঅভ্যুথ্যান ","ভাষা আন্দোলন, ১৯৬৯ এর গণঅভ্যুথ্যান "
Day-48,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-৮, মহান মুক্তিযুদ্ধ, মহান মুক্তিযুদ্ধ
Day-49,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-৯,মুক্তিযুদ্ধ পরবর্তী ঘটনাপ্রবাহ ও জুলাই আন্দোলন,মুক্তিযুদ্ধ পরবর্তী ঘটনাপ্রবাহ ও জুলাই আন্দোলন
Day-50,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-১০,"যুদ্ধ বিপ্লব , আঞ্চলিক জোট","যুদ্ধ বিপ্লব , আঞ্চলিক জোট"
Day-51,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-১১,"জাতিপুঞ্জ, জাতিসংঘ ও অন্যান্য সংস্থা ও সদর দপ্তর ","জাতিপুঞ্জ, জাতিসংঘ ও অন্যান্য সংস্থা ও সদর দপ্তর "
Day-52,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-১২,"বিশ্বের আইনসভ , সরকার ব্যবস্থ , রাজধানী, পার্লামেন্ট","বিশ্বের আইনসভ , সরকার ব্যবস্থ , রাজধানী, পার্লামেন্ট"
Day-53,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-১৩,"বিশ্বের শ্রেষ্ঠ, দীর্ঘতম, ক্ষুদ্রতম,উচ্চতম, গভীরতম নদ-নদী","বিশ্বের শ্রেষ্ঠ, দীর্ঘতম, ক্ষুদ্রতম,উচ্চতম, গভীরতম নদ-নদী"
Day-54,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-১৪,"ক্ষুদ্র নৃগোষ্ঠি,জাদুঘর ,স্থাপত্য, বিখ্যাত উক্তি","ক্ষুদ্র নৃগোষ্ঠি,জাদুঘর ,স্থাপত্য, বিখ্যাত উক্তি"
Day-55,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-১৫,"বিজ্ঞান ও যোগাযোগ প্রযুক্তি, খেলাধুলা , Abbreviation","বিজ্ঞান ও যোগাযোগ প্রযুক্তি, খেলাধুলা , Abbreviation"
Day-56,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-১৬,"স্মরণীয় ব্যাক্তি, বাংলা সাহিত্য","স্মরণীয় ব্যাক্তি, বাংলা সাহিত্য"
Day-57,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-১৭,পুরষ্কার ও সম্মাননা ,পুরষ্কার ও সম্মাননা 
Day-58,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-১৮,"গুরুত্বপূর্ণ চুক্তি, গোয়েন্দা সংস্থা , প্রণালী, সীমারেখা","গুরুত্বপূর্ণ চুক্তি, গোয়েন্দা সংস্থা , প্রণালী, সীমারেখা"
Day-59,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-১৯,মানবিক গুনাবলী,মানবিক গুনাবলী
Day-60,বেসিক ট এডভান্স,সাধারন জ্ঞান,সাধারন জ্ঞান-২০, সাম্প্রতিক বিষয়াবলি, সাম্প্রতিক বিষয়াবলি
Day-61,বেসিক ট এডভান্স,সাধারন গণিত,সাধারন গণিত-১,বাস্তব সংখ্যা এবং ভগ্নাংশ ,বাস্তব সংখ্যা এবং ভগ্নাংশ 
Day-62,বেসিক ট এডভান্স,সাধারন গণিত,সাধারন গণিত-২,লসাগু গসাগু ও ঐকিক নিয়ম,লসাগু গসাগু ও ঐকিক নিয়ম
Day-63,বেসিক ট এডভান্স,সাধারন গণিত,সাধারন গণিত-৩,"শতকরা, অনুপাত ও সমানুপাত এবং গড়","শতকরা, অনুপাত ও সমানুপাত এবং গড়"
Day-64,বেসিক ট এডভান্স,সাধারন গণিত,সাধারন গণিত-৪,লাভ ক্ষতি ও মুনাফা,লাভ ক্ষতি ও মুনাফা
Day-65,বেসিক ট এডভান্স,সাধারন গণিত,সাধারন গণিত-৫,সমান্তর ও গুনাত্তর ধারা,সমান্তর ও গুনাত্তর ধারা
Day-66,বেসিক ট এডভান্স,সাধারন গণিত,সাধারন গণিত-৬,সমীকরন ও বীজগানিতিক সূত্রাবলি,সমীকরন ও বীজগানিতিক সূত্রাবলি
Day-67,বেসিক ট এডভান্স,সাধারন গণিত,সাধারন গণিত-৭,ক্ষেত্রফল ও পরিমাপ,ক্ষেত্রফল ও পরিমাপ
Day-68,বেসিক ট এডভান্স,সাধারন গণিত,সাধারন গণিত-৮,"রেখা,কোন,ত্রিভুজ, পরিমিতি","রেখা,কোন,ত্রিভুজ, পরিমিতি"
Day-69,বেসিক ট এডভান্স,সাধারন গণিত,সাধারন গণিত-৯,বৃত্ত ও কণিক,বৃত্ত ও কণিক
Day-70,বেসিক ট এডভান্স,সাধারন গণিত,সাধারন গণিত-১০,সূচক লগ ও ত্রিকোণমিতি,সূচক লগ ও ত্রিকোণমিতি
Day-71,বেসিক ট এডভান্স,বিজ্ঞান,পদার্থবিজ্ঞান-১,ভৌত জগত ও পরিমাপ এবং ভেক্টর,ভৌত রাশি এবং পরিমাপ
Day-72,বেসিক ট এডভান্স,বিজ্ঞান,পদার্থবিজ্ঞান-২,"গতিবিদ্যা, তরঙ্গ",গতি
Day-73,বেসিক ট এডভান্স,বিজ্ঞান,পদার্থবিজ্ঞান-৩,নিউটনীয় বলবিদ্যা,"বল, তরঙ্গ ও শব্দ"
Day-74,বেসিক ট এডভান্স,বিজ্ঞান,পদার্থবিজ্ঞান-৪,কাজ ক্ষমতা শক্তি ও মহাকর্ষ অভিকর্ষ,"কাজ, ক্ষমতা ও শক্তি"
Day-75,বেসিক ট এডভান্স,বিজ্ঞান,পদার্থবিজ্ঞান-৫,পদার্থের গাঠনিক ধর্ম ও পর্যায়বৃত্ত গতি,পদার্থের অবস্থা ও চাপ
Day-76,বেসিক ট এডভান্স,বিজ্ঞান,পদার্থবিজ্ঞান-৬,আদর্শ গ্যাস ও তাপগতিবিদ্যা,বস্তুর ওপর তাপের প্রভাব
Day-77,বেসিক ট এডভান্স,বিজ্ঞান,পদার্থবিজ্ঞান-৭,স্থির তড়িৎ ও চল তড়িৎ,"স্থির বিদ্যুৎ, চল বিদ্যুৎ"
Day-78,বেসিক ট এডভান্স,বিজ্ঞান,পদার্থবিজ্ঞান-৮,আলোকবিজ্ঞান এবং চৌম্বকবিজ্ঞান,"আলোর প্রতিফলন-প্রতিসরণ, বিদ্যুতের চৌম্বক ক্রিয়া"
Day-79,বেসিক ট এডভান্স,বিজ্ঞান,পদার্থবিজ্ঞান-৯,আধুনিক পদার্থবিজ্ঞান এবং নিউক্লিয়ার পদার্থবিজ্ঞান,আধুনিক পদার্থবিজ্ঞান ও ইলেকট্রনিকস
Day-80,বেসিক ট এডভান্স,বিজ্ঞান,পদার্থবিজ্ঞান-১০,সেমিকন্ডাক্টর এবং জীবনমুখী পদার্থবিজ্ঞান,জীবন বাঁচাতে পদার্থবিজ্ঞান
Day-81,বেসিক ট এডভান্স,বিজ্ঞান,রসায়ন-১, ল্যাবরেটরির নিরাপদ ব্যবহার ও গুণগত রসায়ন,রসায়নের ধারনা 
Day-82,বেসিক ট এডভান্স,বিজ্ঞান,রসায়ন-২,গুনগত রসায়ন (বাকি অংশ),পদার্থের অবস্থা ও পদার্থের  গঠন 
Day-83,বেসিক ট এডভান্স,বিজ্ঞান,রসায়ন-৩,মৌলের পর্যায়বৃত্ত ধর্ম ও রাসায়নিক বন্ধন ,মোলের ধারনা ও রাসায়নিক গণনা  
Day-84,বেসিক ট এডভান্স,বিজ্ঞান,রসায়ন-৪,রাসায়নিক পরিবর্তন ,রসায়ন ও শক্তি 
Day-85,বেসিক ট এডভান্স,বিজ্ঞান,রসায়ন-৫,কর্মমুখী রসায়ন + অর্থনৈতিক রসায়ন ,খনিজ সম্পদ: ধাতু-অধাতু
Day-86,বেসিক ট এডভান্স,বিজ্ঞান,রসায়ন-৬,পরিবেশ রসায়ন ,খনিজ সম্পদ: জীবাশ্ম
Day-87,বেসিক ট এডভান্স,বিজ্ঞান,রসায়ন-৭,পরিমানগত রসায়ন,রাসায়নিক বিক্রিয়া
Day-88,বেসিক ট এডভান্স,বিজ্ঞান,রসায়ন-৮,জৈব রসায়ন -১,মৌলের পর্যায়বৃত্ত ধর্ম ও রাসায়নিক বন্ধন 
Day-89,বেসিক ট এডভান্স,বিজ্ঞান,রসায়ন-৯,জৈব রসায়ন -২,আমাদের জীবনে রসায়ন
Day-90,বেসিক ট এডভান্স,বিজ্ঞান,রসায়ন-১০,তড়িৎ রসায়ন ,এসিড ক্ষারক সমতা
Day-91,বেসিক ট এডভান্স,বিজ্ঞান,জীববিজ্ঞান-১,"কোষ ও এর গঠন, কোষ বিভাজন ","জীবন পাঠ, জীবকোষ ও টিস্যু"
Day-92,বেসিক ট এডভান্স,বিজ্ঞান,জীববিজ্ঞান-২,"শৈবাল ও ছত্রাক, অনুজীব","কোষ বিভাজন, জীবনীশক্তি"
Day-93,বেসিক ট এডভান্স,বিজ্ঞান,জীববিজ্ঞান-৩,"প্রাণীর বিভিন্নতা ও শ্রেণীবিন্যাস, 
প্রাণী পরিচিতি ",গ্যাসীয় বিনিময়
Day-94,বেসিক ট এডভান্স,বিজ্ঞান,জীববিজ্ঞান-৪,"পরিপাক ও শোষণ, চলন ও অঙ্গচালনা","খাদ্য, পুষ্টি এবং পরিপাক"
Day-95,বেসিক ট এডভান্স,বিজ্ঞান,জীববিজ্ঞান-৫,"রক্ত ও সংবহন, শ্বসন ও শ্বাসক্রিয়া ",দৃঢ়তা প্রদান ও চলন
Day-96,বেসিক ট এডভান্স,বিজ্ঞান,জীববিজ্ঞান-৬,"নগ্নবীজী ও আবৃতবীজী, ব্রায়োফাইটা ও 
টেরিডোফাইটা, জীব প্রযুক্তি ",জীবে পরিবহণ
Day-97,বেসিক ট এডভান্স,বিজ্ঞান,জীববিজ্ঞান-৭,"উদ্ভিদ শারীরতত্ত্ব, জিনতত্ত্ব ও বিবর্তন ",জীবের বংশগতি ও বিবর্তন
Day-98,বেসিক ট এডভান্স,বিজ্ঞান,জীববিজ্ঞান-৮,"উদ্ভিদ প্রজনন, টিস্যু ও টিস্যুতন্ত্র, 
জীবের পরিবেশ বিস্তার ও সংরক্ষণ ",জীবের প্রজনন ও জীবপ্রযুক্তি
Day-99,বেসিক ট এডভান্স,বিজ্ঞান,জীববিজ্ঞান-৯,"মানব জীবনের ধারাবাহিকতা, 
সমন্বয় ও নিয়ন্ত্রণ, বর্জ্য ও নিষ্কাশন","রেচন প্রক্রিয়া ,সমন্বয়"
Day-100,বেসিক ট এডভান্স,বিজ্ঞান,জীববিজ্ঞান-১০,"কোষ রসায়ন, প্রাণীর আচরণ, 
মানব দেহের প্রতিরক্ষা",জীবের পরিবেশ
Day-101,ফাইনাল রিভিশন,,,"বাংলা-১
সাধারন গণিত-১, পদার্থবিজ্ঞান-১","বাংলা-১
সাধারন গণিত-১, সাধারন বিজ্ঞান-১"
Day-102,ফাইনাল রিভিশন,,,"বাংলা-২, ইংরেজি-১, সাধারন জ্ঞান-১
রসায়ন-১","বাংলা-২, ইংরেজি-১, সাধারন জ্ঞান-১
সাধারন বিজ্ঞান-২"
Day-103,ফাইনাল রিভিশন,,,"ইংরেজি-২, সাধারন জ্ঞান-২
জীববিজ্ঞান-১","ইংরেজি-২, সাধারন জ্ঞান-২
সাধারন বিজ্ঞান-৩"
Day-104,ফাইনাল রিভিশন,,,"বাংলা-৩
সাধারন গণিত-২, পদার্থবিজ্ঞান-২","বাংলা-৩
সাধারন গণিত-২, সাধারন বিজ্ঞান-৪"
Day-105,ফাইনাল রিভিশন,,,"বাংলা-৪, ইংরেজি-৩, সাধারন জ্ঞান-৩
রসায়ন-২","বাংলা-৪, ইংরেজি-৩, সাধারন জ্ঞান-৩
সাধারন বিজ্ঞান-৫"
Day-106,ফাইনাল রিভিশন,,,"ইংরেজি-৪, সাধারন জ্ঞান-৪
জীববিজ্ঞান-২","ইংরেজি-৪, সাধারন জ্ঞান-৪
সাধারন বিজ্ঞান-৬"
Day-107,ফাইনাল রিভিশন,,,"বাংলা-৫
সাধারন গণিত-৩, পদার্থবিজ্ঞান-৩","বাংলা-৫
সাধারন গণিত-৩, সাধারন বিজ্ঞান-৭"
Day-108,ফাইনাল রিভিশন,,,"বাংলা-৬, ইংরেজি-৫, সাধারন জ্ঞান-৫
রসায়ন-৩","বাংলা-৬, ইংরেজি-৫, সাধারন জ্ঞান-৫
সাধারন বিজ্ঞান-৮"
Day-109,ফাইনাল রিভিশন,,,"ইংরেজি-৬, সাধারন জ্ঞান-৬
জীববিজ্ঞান-৩","ইংরেজি-৬, সাধারন জ্ঞান-৬
সাধারন বিজ্ঞান-৯"
Day-110,ফাইনাল রিভিশন,,,"বাংলা-৭
সাধারন গণিত-৪, পদার্থবিজ্ঞান-৪","বাংলা-৭
সাধারন গণিত-৪, সাধারন বিজ্ঞান-১০"
Day-111,ফাইনাল রিভিশন,,,"বাংলা-৮, ইংরেজি-৭, সাধারন জ্ঞান-৭
রসায়ন-৪","বাংলা-৮, ইংরেজি-৭, সাধারন জ্ঞান-৭
সাধারন বিজ্ঞান-১১"
Day-112,ফাইনাল রিভিশন,,,"ইংরেজি-৮, সাধারন জ্ঞান-৮
জীববিজ্ঞান-৪","ইংরেজি-৮, সাধারন জ্ঞান-৮
সাধারন বিজ্ঞান-১২"
Day-113,ফাইনাল রিভিশন,,,"বাংলা-৯
সাধারন গণিত-৫, পদার্থবিজ্ঞান-৫","বাংলা-৯
সাধারন গণিত-৫, সাধারন বিজ্ঞান-১৩"
Day-114,ফাইনাল রিভিশন,,,"বাংলা-১০, ইংরেজি-৯, সাধারন জ্ঞান-৯
রসায়ন-৫","বাংলা-১০, ইংরেজি-৯, সাধারন জ্ঞান-৯
সাধারন বিজ্ঞান-১৪"
Day-115,ফাইনাল রিভিশন,,,"ইংরেজি-১০, সাধারন জ্ঞান-১০
জীববিজ্ঞান-৫","ইংরেজি-১০, সাধারন জ্ঞান-১০
সাধারন বিজ্ঞান-১৫"
Day-116,ফাইনাল রিভিশন,,,"বাংলা-১১
সাধারন গণিত-৬, পদার্থবিজ্ঞান-৬","বাংলা-১১
সাধারন গণিত-৬, সাধারন বিজ্ঞান-১৬"
Day-117,ফাইনাল রিভিশন,,,"বাংলা-১২, ইংরেজি-১১, সাধারন জ্ঞান-১১
রসায়ন-৬","বাংলা-১২, ইংরেজি-১১, সাধারন জ্ঞান-১১
সাধারন বিজ্ঞান-১৭"
Day-118,ফাইনাল রিভিশন,,,"ইংরেজি-১২, সাধারন জ্ঞান-১২
জীববিজ্ঞান-৬","ইংরেজি-১২, সাধারন জ্ঞান-১২
সাধারন বিজ্ঞান-১৮"
Day-119,ফাইনাল রিভিশন,,,"বাংলা-১৩
সাধারন গণিত-৭, পদার্থবিজ্ঞান-৭","বাংলা-১৩
সাধারন গণিত-৭, সাধারন বিজ্ঞান-১৯"
Day-120,ফাইনাল রিভিশন,,,"বাংলা-১৪, ইংরেজি-১৩, সাধারন জ্ঞান-১৩
রসায়ন-৭","বাংলা-১৪, ইংরেজি-১৩, সাধারন জ্ঞান-১৩
সাধারন বিজ্ঞান-২০"
Day-121,ফাইনাল রিভিশন,,,"ইংরেজি-১৪, সাধারন জ্ঞান-১৪
জীববিজ্ঞান-৭","ইংরেজি-১৪, সাধারন জ্ঞান-১৪
সাধারন বিজ্ঞান-২১"
Day-122,ফাইনাল রিভিশন,,,"বাংলা-১৫
সাধারন গণিত-৮, পদার্থবিজ্ঞান-৮","বাংলা-১৫
সাধারন গণিত-৮, সাধারন বিজ্ঞান-২২"
Day-123,ফাইনাল রিভিশন,,,"বাংলা-১৬, ইংরেজি-১৫, সাধারন জ্ঞান-১৫
রসায়ন-৮","বাংলা-১৬, ইংরেজি-১৫, সাধারন জ্ঞান-১৫
সাধারন বিজ্ঞান-২৩"
Day-124,ফাইনাল রিভিশন,,,"ইংরেজি-১৬, সাধারন জ্ঞান-১৬
জীববিজ্ঞান-৮","ইংরেজি-১৬, সাধারন জ্ঞান-১৬
সাধারন বিজ্ঞান-২৪"
Day-125,ফাইনাল রিভিশন,,,"বাংলা-১৭
সাধারন গণিত-৯, পদার্থবিজ্ঞান-৯","বাংলা-১৭
সাধারন গণিত-৯, সাধারন বিজ্ঞান-২৫"
Day-126,ফাইনাল রিভিশন,,,"বাংলা-১৮, ইংরেজি-১৭, সাধারন জ্ঞান-১৭
রসায়ন-৯","বাংলা-১৮, ইংরেজি-১৭, সাধারন জ্ঞান-১৭
সাধারন বিজ্ঞান-২৬"
Day-127,ফাইনাল রিভিশন,,,"ইংরেজি-১৮, সাধারন জ্ঞান-১৮
জীববিজ্ঞান-৯","ইংরেজি-১৮, সাধারন জ্ঞান-১৮
সাধারন বিজ্ঞান-২৭"
